40	"- statistically significant changes in biochemical parameters in comparison to the control group listed as follows are considered to be coincidental and not related to the test item:  Treatment period: decreased total cholesterol (1000 mg/kg bw/day; males; p ≤ 0.01) decreased urea (in blood)(100, 300, and 1000 mg/kg bw/day; males; p ≤ 0.05 or p ≤ 0.01) decreased calcium (1000 mg/kg bw/day; males; p ≤ 0.05) increased chloride (300 mg/kg bw/day; males; p ≤ 0.05) increased chloride (300 and 1000 mg/kg bw/day; females; p ≤ 0.01) increased sodium (1000 mg/kg bw/day; females; p ≤ 0.05)  URINALYSIS Treatment and recovery period (recovery restricted to the control group and 1000 mg/kg bw/day group): - 100, 300 or 1000 mg/kg bw/day: daily treatment did not lead to any test item-related changes of the urinary parameters of the male and female animals compared to the control group at the end of the treatment period and at the end of the recovery period."					
40	202	229	decreased total cholesterol	MP:0003983		
40	267	281	decreased urea	MP:0005566		
40	355	372	decreased calcium	MP:0000195		
40	410	428	increased chloride	MP:0003019		
40	465	483	increased chloride	MP:0003019		
40	531	547	increased sodium	MP:0005633		
						
41	76					
41	"- statistically significant differences in the urinary parameters compared to the control animals on test day 89 or 117 that are not considered to be test item related are as follows: Treatment period: increased pH value (1000 mg/kg bw/day; females; p ≤ 0.05) increased relative urine volume (1000 mg/kg bw/day; females; p ≤ 0.05)  Recovery period: decreased specific gravity (1000 mg/kg bw/day; females; p ≤ 0.05)  NEUROBEHAVIOUR Treatment and recovery period (recovery restricted to the control group and 1000 mg/kg bw/day group): - 100, 300 or 1000 mg/kg bw/day: no test item-related influence was noted on any of the parameters examined during the functional observation tests, on the fore- and hind limb grip strength, or on the spontaneous motility for any of the male and female animals in test week 13 and in test week 17. - individual male and female animals of the test item-treated and/or control groups revealed a score different from the normal score for the parameters urination, toe pinch, tail pinch, wire maneuver, and/or positive geotropism in test week 13 and/or in test week 17."					
41	202	220	increased pH value	MP:0009349		
41	260	291	increased relative urine volume	MP:0011431		
						
42	78					
42	All occurrences of scores different from the normal score for the examined parameters are considered to be within the normal range of biological variation. - the following statistically significant changes in comparison to the control animals observed for numerical neurological parameters in test week 13 or 17 are considered to be coincidental effects and not to be related to the treatment with the test item: decreased body temperature, decreased hind leg splay, increased/decreased hind limb (grip strength), and increased spontaneous motility  ORGAN WEIGHTS Treatment and recovery period (recovery restricted to the control group and 1000 mg/kg bw/day group): - 100, 300 or 1000 mg/kg bw/day: no test item-related influence was noted on the relative or absolute organ weights of the male and female animals at the end of treatment (test day 91) and at the end of the recovery period (test day 119).					
42	413	439	decreased body temperature	MP:0005534		
						
43	79					
43	"- statistically significant differences in relative and absolute organ weights compared to the control animals on test day 91 or test day 119 that are not considered to be test item-related are as follows: Treatment period: decreased adrenal gland weight (right; absolute)(300 mg/kg bw/day; females; p ≤ 0.05) increased brain weight (relative)(1000 mg/kg bw/day; males; p ≤ 0.01) decreased liver weight (absolute)(1000 mg/kg bw/day; males; p ≤ 0.05) decreased ovary weight (right, relative)(300 mg/kg bw/day; females; p ≤ 0.05) decreased ovary weight (right, absolute)(300 mg/kg bw/day; females; p ≤ 0.05)  Recovery period: - 1000 mg/kg bw/day: increased relative weight of prostate and seminal vesicles with coagulating glands (p ≤ 0.05)  GROSS PATHOLOGY Treatment and recovery period (recovery restricted to the control group and 1000 mg/kg bw/day group): - 100, 300 or 1000 mg/kg bw/day: no test item-related changes in the organs and tissues of the animals were found after terminal sacrifice at the end of the treatment period (test day 91)."					
43	224	254	decreased adrenal gland weight	MP:0013308		
43	310	332	increased brain weight	MP:0002176		
43	380	402	decreased liver weight	MP:0003402		
43	450	472	decreased ovary weight	MP:0004856		
43	528	550	decreased ovary weight	MP:0004856		
43	645	727	increased relative weight of prostate and seminal vesicles with coagulating glands	MP:0004961		
						
44	80					
44	No abnormal findings were noted at recovery sacrifice at the end of the 4-week recovery period (test day 119).  - a few minor macroscopic findings were noted which are considered to be not test item-related but to be of spontaneous nature in various organs of individual test item-treated and control animals, which were as follows:  liver (medial lobe): dark-brown focus or a yellow focus in the  thymus (left side): dark-red discoloured side cardiac stomach: haemorrhagic focus intestines: green-brown content testes/epididymides: reduced in size and revealed a soft consistency ovary (right): cystic and enlarged, filled with a dark-red liquid uterus: dilated, filled with a clear liquid adrenal gland (right): enlarged  axilla (left): subcutaneous, solid and red-yellow coloured tissue enlargement   HISTOPATHOLOGY: NON-NEOPLASTIC Treatment and recovery period (recovery restricted to the control group and 1000 mg/kg bw/day group): - no treatment-related microscopic changes were noted in the male and female animals of the control group and the 1000 mg/kg bw/day dose group. - all microscopic changes seen in any organ of any animal are considered to be coincidental, or to be within the normal range of background alterations, which may be seen in untreated rats of this age and strain.					
44	512	548	testes/epididymides: reduced in size	MP:0001147		
44	581	615	ovary (right): cystic and enlarged	MP:0002016		
44	647	662	uterus: dilated	MP:0001123		
44	691	722	adrenal gland (right): enlarged	MP:0000642		
						
45	85					
45	The LOAEL was considered to be 1000 mg/kg bw/day for both female and male mice, based on observation of clinical signs in both sexes and decreased bodyweights in males.					
45	137	157	decreased bodyweights	MP:0001262		
						
46	86					
46	MORTALITY:  - 1/10 male and 2/10 females died at 2000 mg/kg bw/day - 1/10 female died at 500 mg/kg bw/day - Several animals in other groups died as a result of gavage error.					
46	41	45	died	MP:0002083		
46	81	85	died	MP:0002083		
46	140	144	died	MP:0002083		
						
47	87					
47	CLINICAL SIGNS:  - Rough hair coats and decreased activity were observed at 1000 and 2000 mg/kg bw/day.					
47	19	35	Rough hair coats	MP:0000367		
47	40	58	decreased activity	MP:0005156		
						
49	91					
49	Under the conditons of this subchronic dermal toxicity study in rats, a No Observed Adverse Effect Level (NOAEL) of 250 mg/kg bw/day was established for linalool based on reduced bw gain at the next higher dose.					
49	171	186	reduced bw gain	MP:0010182		
						
50	93					
50	CLINICAL SIGNS AND MORTALITY 9 females of the highest dosing group died during the study.					
50	67	71	died	MP:0002083		
						
51	94					
51	Other deaths were not considered treatment related (males: 1 control, 2 high-dose animals / females: 2 low-dose, 1 mid-dose animals) 					 Lethargy was noted in females of the high-dose group during week 3.
51	139	147	Lethargy	MP:0005202		
						
54	98					
54	DERMAL IRRITATION Slight erythema was observed in all linalool treated groups.					
54	25	33	erythema	MP:0001190		
						
55	103					
55	BODY WEIGHT AND WEIGHT GAIN Mean body weights in the high-dose group males were lower than control at weeks 2 through 13.					
55	16	27	WEIGHT GAIN	MP:0001260		
55	28	85	Mean body weights in the high-dose group males were lower	MP:0001262		
						
56	104					
56	Mean body weight in the mid-dose group females were lower than control at week 4 and 8 through 13.					
56	0	57	Mean body weight in the mid-dose group females were lower	MP:0001262		
						
57	105					
57	Mean body weight in the high-dose group females were less than control at weeks 2&3 but, after some rats died, the remaining rats maintained weights comparable to control.					
57	0	57	Mean body weight in the high-dose group females were less	MP:0001262		
57	105	109	died	MP:0002083		
						
58	106					
58	FOOD CONSUMPTION Food consumption was depressed in high-dose males at week 1-3 and 5 and 6.					
58	17	47	Food consumption was depressed	MP:0011940		
						
59	107					
59	ORGAN WEIGHTS In females, terminal body weight of mid-dose group was decreased and the absolute and relative liver and kidney weights in the high-dose group were increased over control.					
59	26	78	terminal body weight of mid-dose group was decreased	MP:0001262		
						
60	108					
60	In males, terminal body weight of high dosed males was reduced.					
60	19	62	body weight of high dosed males was reduced	MP:0001262		
						
62	110					
62	HISTOPATHOLOGY: NON-NEOPLASTIC Animals that died during the experiment were found to have cardiopulmonary disturbances.					
62	44	48	died	MP:0002083		
						
63	111					
63	In more than 50% of control rats, the skin showed a grade 1 epithelial hyperplasia.					
63	52	82	grade 1 epithelial hyperplasia	MP:0001214		
						
64	112					
64	Squamous epithelial hyperplasia ranged from grade 2 to 3 in all animals of the high-dose group.					
64	0	31	Squamous epithelial hyperplasia	MP:0001214		
						
65	114					
65	Based on a temporary reduction in mean body weight gain in males and a first indication of an adverse liver effect at 1000 mg/kg and day.					
65	23	57	reduction in mean body weight gain	MP:0010182		
						
66	116					
66	Based on decreased platelet count and increased diffuse follicular hypertrophy/hyperplasia in thyroid glands of males at 250 mg/kg bw/d and above, the NOAEL was set at 75 mg/kg bw/d.					
66	9	33	decreased platelet count	MP:0008935		
						
67	118					
67	The animal showed hypothermia, oblique head posture, respiratory sounds and stiff gait.					
67	18	29	hypothermia	MP:0005534		
67	53	71	respiratory sounds	MP:0001950		
67	76	86	stiff gait	MP:0001406		
						
70	123					
70	HAEMATOLOGY Platelet counts were decreased in males at 250 and 1000 mg/kg bw/d (83 and 85% of control, resp.) and females at 1000 mg/kg bw/d (80% of control).					
70	12	42	Platelet counts were decreased	MP:0008935		
						
71	124					
71	Mean haemoglobin was statistically decreased in males at 1000 mg/kg bw/d (97% of control) and in females at 250 and 1000 mg/kg bw/d (97 and 92% of control, resp.).					
71	0	44	Mean haemoglobin was statistically decreased	MP:0002874		
						
72	126					
72	Mean red blood cell count was statistically decreased in females at all dose levels (95-93% of control).					
72	0	53	Mean red blood cell count was statistically decreased	MP:0002875		
						
73	127					
73	Bilirubin levels were decreased in all males (82-62% of control) and in females at 250 and 1000 mg/kg bw/d (73-55% of control) in a dose-related manner.					
73	0	31	Bilirubin levels were decreased	MP:0005635		
						
74	128					
74	Mean haematocrit was decreased in females at 250 and 1000 mg/kg bw/d (97 and 93% of control, resp.).					
74	0	30	Mean haematocrit was decreased	MP:0000208		
						
76	131					
76	CLINICAL CHEMISTRY In both sexes at 1000 mg/kg bw/d ALT was increased (159% of control for males and 158% for females).					
76	52	69	ALT was increased	MP:0002941		
						
77	132					
77	Albumin was increased in females at 1000 mg/kg bw/d (109% of control).					
77	0	21	Albumin was increased	MP:0002965		
						
80	136					
80	URINALYSIS A higher incidence of phosphate crystals occurred in the urine of both sexes at 1000 mg/kg bw/d.					
80	13	73	higher incidence of phosphate crystals occurred in the urine	MP:0002901		
						
81	137					
81	In males at 250 and 1000 mg/kg bw/d specific gravity was increased (dose-related) and, although not significantly, urine volume was lower compared to controls.					
81	115	137	urine volume was lower	MP:0011432		
						
82	138					
82	This is considered to reflect a lower water intake and not toxicologically relevant.					
82	32	50	lower water intake	MP:0011942		
						
85	146					
85	ORGAN WEIGHTS The increased liver weights in males (relative: 123% of control) and females (absolute and relative: 132 and 126% of control, resp.) at 1000 mg/kg bw/d as well as the increased absolute and relative weights of thyroid glands (124 and 119% of control, resp.) in females at 1000 mg/kg bw/d were considered treatment-related.					
85	18	41	increased liver weights	MP:0002981		
85	181	238	increased absolute and relative weights of thyroid glands	MP:0020169		
						
86	147					
86	"The increased relative liver weight in males at 250 mg/kg bw/d was only marginal and had no histopathological correlate; therefore, was not considered treatment-related."					
86	4	35	increased relative liver weight	MP:0002981		
						
87	148					
87	The terminal body weight of males at 1000 mg/kg bw/d was decreased (93% of control) resulting in a decrease of the absolute weight of epididymides (94% of control) and increased relative heart and kidney weights (both 113% of control).					
87	11	66	body weight of males at 1000 mg/kg bw/d was decreased	MP:0001262		
87	99	146	decrease of the absolute weight of epididymides	MP:0004929		
						
88	149					
88	The increased heart weight (absolute/relative: 111%/107% of control) were not considered to be treatment-related, in the absence of a dose-response relationship and a histopathological correlate.					
88	4	26	increased heart weight	MP:0002833		
						
89	150					
89	The absolute kidney weight was increased in females at 1000 mg/kg bw/d (109% of control), but not considered treatment-related in absence of a dose-response relationship, no increase in relative kidney weight and histopathological correlate.					
89	4	40	absolute kidney weight was increased	MP:0003917		
89	174	208	increase in relative kidney weight	MP:0003917		
						
90	151					
90	GROSS PATHOLOGY Three females at 1000 mg/kg bw/d showed an enlarged liver.					
90	59	73	enlarged liver	MP:0000599		
						
91	152					
91	HISTOPATHOLOGY: NON-NEOPLASTIC Fatty change (cytoplasmic vacuolization) of hepatocytes was observed in 3 males and 9 females (2 with enlarged liver) at 1000 mg/kg bw/d.					
91	133	147	enlarged liver	MP:0000599		
						
93	155					
93	Dilation of lymph vessels mostly in the villi of the cranial part of the jejunum was seen in all treated animals: 0, 2, 8 and 10 males and 0, 4, 8 and 6 females at 0, 75, 250 and 1000 mg/kg bw/d.					
93	0	25	Dilation of lymph vessels	MP:0004938		
						
94	156					
94	Lipid-material was shown attached plaque-like to the endothelial wall of some dilated lymph vessels.					
94	78	99	dilated lymph vessels	MP:0004938		
						
98	164					
98	decreased platelet count and increased diffuse follicular hypertrophy/hyperplasia in thyroid glands of males at 250 mg/kg bw/d and above NOAEL					
98	0	24	decreased platelet count	MP:0008935		
						
100	169					
100	Clinical findings noted for this male approximately 1 hour following dose administration on the day of euthanasia consisted of yellow material on various body surfaces, clear material around the mouth, unkempt appearance, decreased defecation, and labored respiration.					
100	222	242	decreased defecation	MP:0012311		
100	248	267	labored respiration	MP:0001943		
						
101	170					
101	Microscopically, this male was noted with inflammation, edema, and ulceration in the non-glandular stomach, erosion and inflammation in the trachea, and lymphoid depletion in the thymus, spleen, and lymph nodes (mesenteric, mandibular, and axillary).					
101	42	54	inflammation	MP:0001873		
101	56	61	edema	MP:0001785		
101	67	106	ulceration in the non-glandular stomach	MP:0003282		
101	120	147	inflammation in the trachea	MP:0013498		
						
104	173					
104	Test item related clinical findings were noted in the 160 mg/kg/day group males and females and included rales, decreased, shallow, and/or labored respiration and salivation related findings.					
104	139	158	labored respiration	MP:0001943		
						
105	180					
105	Significant (p<0.05 or p<0.01) differences were observed when the control and test item-treated groups were compared, and included a higher mean absolute eosinophil count in the 40 mg/kg/day group males at the primary necropsy and a higher mean absolute large unstained cell (LUC) count in the 160 mg/kg/day group females at the recovery (post-treatment) necropsy.					
105	133	170	higher mean absolute eosinophil count	MP:0005011		
						
106	183					
106	Mortality 2 male animals of the HD group as well as 4 female animals of the HD group died/were euthanized due to morbidity during the treatment period.					
106	85	122	died/were euthanized due to morbidity	MP:0002083		
						
107	185					
107	Significant (p<0.05) differences were observed when the control and high dose group males were compared at the recovery (post-treatment) necropsy and consisted of lower mean kidney weight relative to body weight, higher mean spleen weight relative to brain weight, higher mean left testis weight relative to brain weight, and higher mean right testis weights (absolute and relative to brain weight).					
107	163	211	lower mean kidney weight relative to body weight	MP:0003918		
107	213	238	higher mean spleen weight	MP:0004952		
107	265	295	higher mean left testis weight	MP:0004851		
107	326	358	higher mean right testis weights	MP:0004851		
						
109	192					
109	HISTOPATHOLOGY (PARENTAL ANIMALS) Test item-related histologic observations of epithelial hyperplasia, hyperkeratosis, and inflammation of the non-glandular stomach, typically at the limiting ridge, but sometimes more widespread, were noted in the 160 mg/kg/day group males and females.					
109	79	101	epithelial hyperplasia	MP:0005493		
109	103	117	hyperkeratosis	MP:0014085		
109	123	164	inflammation of the non-glandular stomach	MP:0001873		
						
111	196					
111	Based on the results of this study, the parental NOEL was concluded 250 mg/kg/day (based on lower body weight gain and food consumption, increased liver weights in males, a thickened forestomach in males and hyperplasia in the forestomach in males and females at 750 mg/kg/day).					
111	92	113	lower body weight gain	MP:0010182		
111	137	160	increased liver weights	MP:0002981		
111	208	238	hyperplasia in the forestomach	MP:0005493		
						
112	200					
112	Effects seen at doses higher than 0.2% included increased liver enzyme activity (alkaline phosphatase and alanine aminotransferase) and increased relative weights of a number of organs, which is attributable to the reduced body weight due to lower food consumption as a result of lack of palatability.					
112	48	79	increased liver enzyme activity	MP:0005584		
112	81	101	alkaline phosphatase	MP:0011584		
112	215	234	reduced body weight	MP:0001262		
112	242	264	lower food consumption	MP:0011940		
						
113	203					
113	CLINICAL SIGNS AND MORTALITY No animals died during the study and clinical signs were unremarkable.					
113	40	44	died	MP:0002083		
						
114	204					
114	BODY WEIGHT AND WEIGHT GAIN Reduced at 1% and 5%  FOOD CONSUMPTION AND COMPOUND INTAKE (if feeding study) Reduced at 1% and 5% (water consumption was also reduced at these dietary levels).					
114	128	162	water consumption was also reduced	MP:0011942		
						
115	206					
115	"White blood cell count was significantly increased in high-dose females (100/mm3: control 47 (SD +- 12.2); top dose 73.2 (SD +-16.2))."					
115	0	50	White blood cell count was significantly increased	MP:0000218		
						
116	208					
116	"Alkaline phosophatase (AP) activity increased from 1%; Total protein increased at 1% and 5% in males and at 5% in females."					
116	0	45	Alkaline phosophatase (AP) activity increased	MP:0011584		
						
117	209					
117	At 5%, alanine aminotransferase activity increased (ALAT), albumin/globulin ratio (AG) increased, (in females) total cholesterol reduced and (in males) potassium increased.					
117	111	136	total cholesterol reduced	MP:0005179		
117	152	171	potassium increased	MP:0005627		
						
118	211					
118	The most significant effects on organ weights were: Increased relative weight of thyroid, liver and kidney in males and females at 5%.					
118	52	88	Increased relative weight of thyroid	MP:0020169		
118	90	95	liver	MP:0002981		
118	100	106	kidney	MP:0003917		
						
119	213					
119	Decreased absolute weight of brain in males and females at 5%.					
119	0	34	Decreased absolute weight of brain	MP:0002175		
						
120	214					
120	Relative liver, kidney, adrenal, thyroid and hypophysis weights increased in males (adrenal and thyroid effect also seen in mid-dose males).					
120	9	14	liver	MP:0002981		
120	16	22	kidney	MP:0003917		
120	24	31	adrenal	MP:0013307		
120	33	40	thyroid	MP:0020169		
120	46	73	hypophysis weights increased	MP:0008939		
						
121	215					
121	Relative thyroid, kidney and liver weights increased in high-dose females (the liver and kidney were also significantly affected in mid-dose females).					
121	9	16	thyroid	MP:0020169		
121	18	24	kidney	MP:0003917		
121	30	52	liver weights increased	MP:0002981		
						
122	221					
122	Effects observed on body weight, food consumption and food efficiency were considered to be attributable to lower food consumption as a result of lack of palatability.					
122	20	31	body weight	MP:0001259		
122	108	130	lower food consumption	MP:0011940		
						
124	239					
124	However, two dead females in the 500 mg/kg treatment group had occurred, and findings of gaseous distension of gastrointestinal tract were observed.					
124	13	17	dead	MP:0002083		
						
126	241					
126	Mucous stool, soft stool, and dirty nose were observed in one male of the 500 mg/kg treatment group.					
126	0	12	Mucous stool	MP:0005037		
						
127	243					
127	CLINICAL SIGNS AND MORTALITY: In the main group, death was observed in one female (2403) of the 500 mg/kg treatment group on Day 16 of administration. And In the recovery group, death was observed in one female (2416) of the 500 mg/kg treatment group on Day 52 of administration.					
127	49	54	death	MP:0002083		
127	178	183	death	MP:0002083		
						
129	246					
129	In addition, mucous stool, soft stool, and dirty nose were observed in one male (1407) of the 500 mg/kg treatment group on Day 22 and 23.					
129	13	25	mucous stool	MP:0005037		
129	27	37	soft stool	MP:0005036		
						
131	249					
131	BODY WEIGHT AND WEIGHT GAIN In the main group, no treatment-related abnormalities in body weight gain were noted in all animals of the control and treatment groups.					
131	74	101	abnormalities in body weight gain	MP:001117		
						
132	250					
132	In females of the recovery group, body weights on Day 55 of administration were significantly decreased (p<0.05) compared with the control group in the 500 mg/kg treatment group.					
132	34	103	body weights on Day 55 of administration were significantly decreased	MP:0001262		
						
135	254					
135	In feamles of the recovery group, food consumtpion was significantly decreased (p<0.05) compared to with the control group on Day 13 and 34 of administration in the 500 mg/kg treatment group.					
135	34	78	food consumtpion was significantly decreased	MP:0011940		
						
137	258					
137	In females of the recovery group, triglycerides (TG, p<0.05), total proteins (TP, p<0.05), and albumin (Alb, p<0.01) were significantly decreased compared with the control group in the 500 mg/kg treatment group.					
137	96	145	albumin (Alb, p<0.01) were significantly decreased	MP:0005419		
						
138	260					
138	However, in females, absolute organ weights of kidney were significantly decreated (p<0.05, p<0.01) compared with the control group in all treatment groups, and relative organ weights of uterus were significantly decreased (p<0.05) compared with the control group in the 500 mg/kg treatment group.					
138	21	82	absolute organ weights of kidney were significantly decreated	MP:0003918		
138	161	222	relative organ weights of uterus were significantly decreased	MP:0004905		
						
140	263					
140	GROSS PATHOLOGY In the necropsy findings of the main group agenesis of spleen was observed in one male (1302) of the 250 mg/kg treatment group, and yellow spot of epididymis was observed in one male (1408) of the 500 mg/kg treatment group.					
140	59	77	agenesis of spleen	MP:0000690		
						
141	265					
141	In the necropsy findings for dead animals, gaseous distension was observed in one female (2403) of the 500 mg/kg treatment group in the main group on Day 16 of administration.					
141	29	33	dead	MP:0002083		
						
142	266					
142	In the recovery group, gaseous distension, severe hydronephrosis of left kidney and dilation of left uterine horn were observed in one female (2416) of the 500 mg/kg treatment group on Day 52 of administration.					
142	43	79	severe hydronephrosis of left kidney	MP:0000519		
142	84	113	dilation of left uterine horn	MP:0009087		
						
143	267					
143	HISTOPATHOLOGY: NON-NEOPLASTIC In the main group, cast of kidney was observed in one male (1104) of the control group, and sper granuloma of epididymis was observed in one male (1408) of the 500 mg/kg treatment group.					
143	50	64	cast of kidney	MP:0011402		
143	123	151	sper granuloma of epididymis	MP:0009824		
						
145	271					
145	In the 500 mg/kg treatment group of the main group female, no histopathological change in one dead animal (2403) was observed.					
145	94	98	dead	MP:0002083		
						
146	272					
146	"In the 500 mg/kg treatment group of the recovery female, renal tissue in one dead animal (2416) was not observed by severe hydronephrosis of gross findings, and left uterine horn was dilated; however, no histopathological change was observed."					
146	77	81	dead	MP:0002083		
146	123	137	hydronephrosis	MP:0000519		
146	161	190	left uterine horn was dilated	MP:0009087		
						
147	281					
147	The hepatic effects did not indicate chronic toxicity - no signs of hepatic necrosis or bile duct hyperplasia were seen, but may be due to an effect on intermediary metabolism.					
147	68	84	hepatic necrosis	MP:0001654		
147	88	109	bile duct hyperplasia	MP:0004839		
						
150	288					
150	The NOAEL for this 13 week dietary feeding study in rats is ca 750 mg/kg/day (males 723, females 875) based on reduced weight gain and food consumption.					
150	111	130	reduced weight gain	MP:0010182		
						
152	290					
152	Increased liver weights at higher dose levels may be indicative of a mild adaptive effect on the liver.					
152	0	23	Increased liver weights	MP:0002981		
						
155	294					
155	Under the present test conditions the following findings were made: Effects on the parental generation: None of the parental animals died prematurely.					
155	133	149	died prematurely	MP:0002083		
						
158	302					
158	The only treatment-related finding, not regarded as adverse, was piloerection noted in few male or female rats from a dose level of 100 mg cobalt sulphide/kg bw/day onwards.					
158	65	77	piloerection	MP:0001492		
						
159	305					
159	Under the present test conditions the following findings were made:  Effects on the parental generation: Piloerection, reduced motility, soft faeces/diarrhoea and reduced food consumption were noted - in relation to the dose - from a dose level of 100 mg cobalt powder/kg bw/day onwards.					
159	105	117	Piloerection	MP:0001492		
159	119	135	reduced motility	MP:0003491		
159	137	158	soft faeces/diarrhoea	MP:0005036		
159	163	187	reduced food consumption	MP:0011940		
						
160	306					
160	In addition, reductions of body weight were noted from 300 mg cobalt powder/kg bw/day onwards.					
160	13	38	reductions of body weight	MP:0001262		
						
161	307					
161	Premature deaths occurred in five female rats at 100 mg cobalt powder/kg bw/day and eight female rats at 300 mg cobalt powder/kg bw/day.					
161	0	16	Premature deaths	MP:0002083		
						
162	308					
162	Treatment with 1000 mg cobalt powder/kg bw/day caused the premature death of nine of ten males and all ten females.					
162	58	73	premature death	MP:0002083		
						
167	314					
167	From 30 mg cobalt powder/kg bw/day onwards, the mean litter weight of pups was slightly reduced in a dose-related way (not significant at p ≤ 0.01), significant only at 300 mg cobalt powder/kg bw/day.					
167	48	66	mean litter weight	MP:0009674		
						
168	315					
168	An increased F1-offspring mortality rate and a slightly decreased viability index were noted from 100 mg cobalt powder/kg bw/day onwards.					
168	3	40	increased F1-offspring mortality rate	MP:0008770		
168	56	81	decreased viability index	MP:0013139		
						
169	316					
169	Based on mortality, clinical signs of toxicity, effects on food consumption and macroscopic pathological changes observed at and above 100 mg cobalt powder/kg bw/day and reduced body weight at and above 300 mg cobalt powder/kg bw/day.					
169	20	46	clinical signs of toxicity	MP:0002822		
169	80	112	macroscopic pathological changes	MP:0005384		
169	170	189	reduced body weight	MP:0001262		
						
170	317					
170	Under the present test conditions the following findings were made:  Effects on the parental generation: Pilo-erection, reduced motility, soft faeces/diarrhoea and reduced food consumption were noted - in relation to the dose - from a dose level of 100 mg cobalt powder/kg bw/day onwards.					
170	105	118	Pilo-erection	MP:0001492		
170	120	136	reduced motility	MP:0003491		
170	138	159	soft faeces/diarrhoea	MP:0005036		
170	164	188	reduced food consumption	MP:0011940		
						
171	319					
