3					
Hypersensitivity to touch was also reported on two separate occasions for a single high dose male.					
The body weight gain was reduced by up to 17 percentage points in comparison to the control.					
4	20	body weight gain	MP:0001260		
					
55					
The body weight gain and the body weight at autopsy were similarly only slightly reduced compared to the control group.					
4	20	body weight gain	MP:0010182		
25	36	body weight	MP:0001262		
					
56					
- reduced body weights at the 1000 mg/kg bw/day dose are considered as test item-related.					
2	22	reduced body weights	MP:0001262		
					
58					
- animals previously treated with the 1000 mg/kg bw/day dose revealed a higher body weight gain than the control group during the recovery period.					
72	95	higher body weight gain	MP:0005455		
					
62					
This effect is considered to be due to the reduced body weight of these male animals.					
43	62	reduced body weight	MP:0001262		
					
71					
- statistically significant differences in haematological parameters compared to the control animals on test day 91 (end of treatment) or test day 119 (end of recovery) that are not considered to be test item-related are as follows: Treatment period (1000					
396	434	increased mean corpuscular haemoglobin	MP:0005561		
					
75					
"- statistically significant changes in biochemical parameters in comparison to the control group listed as follows are considered to be coincidental and not related to the test item:  Treatment period: decreased total cholesterol (1000 mg/kg bw/day; males"					
202	229	decreased total cholesterol	MP:0003983		
267	281	decreased urea	MP:0005566		
355	372	decreased calcium	MP:0000195		
410	428	increased chloride	MP:0003019		
465	483	increased chloride	MP:0003019		
531	547	increased sodium	MP:0005633		
					
76					
"- statistically significant differences in the urinary parameters compared to the control animals on test day 89 or 117 that are not considered to be test item related are as follows: Treatment period: increased pH value (1000 mg/kg bw/day; females; p â‰¤"					
202	220	increased pH value	MP:0009349		
260	291	increased relative urine volume	MP:0011431		
					
78					
All occurrences of scores different from the normal score for the examined parameters are considered to be within the normal range of biological variation. - the following statistically significant changes in comparison to the control animals observed for numerical neurological parameters in test week 13 or 17 are considered to be coincidental effects and not to be related to the treatment with the test item: decreased body temperature, decreased hind leg splay, increased/decreased hind limb (grip strength), and increased spontaneous motility  ORGAN WEIGHTS Treatment and recovery period (recovery restricted to the control group and 1000 mg/kg bw/day group): - 100, 300 or 1000 mg/kg bw/day: no test item-related influence was noted on the relative or absolute organ weights of the male and female animals at the end of treatment (test day 91) and at the end of the recovery period (test day 119).					
413	439	decreased body temperature	MP:0005534		
					
79					
- statistically significant differences in relative and absolute organ weights compared to the control animals on test day 91 or test day 119 that are not considered to be test item-related are as follows: Treatment period: decreased adrenal gland weight 					
224	254	decreased adrenal gland weight	MP:0013308		
310	332	increased brain weight	MP:0002176		
380	402	decreased liver weight	MP:0003402		
450	472	decreased ovary weight	MP:0004856		
528	550	decreased ovary weight	MP:0004856		
645	727	increased relative weight of prostate and seminal vesicles with coagulating glands	MP:0004961		
					
80					
No abnormal findings were noted at recovery sacrifice at the end of the 4-week recovery period (test day 119).  - a few minor macroscopic findings were noted which are considered to be not test item-related but to be of spontaneous nature in various organs of individual test item-treated and control animals, which were as follows:  liver (medial lobe): dark-brown focus or a yellow focus in the  thymus (left side): dark-red discoloured side cardiac stomach: haemorrhagic focus intestines: green-brown content testes/epididymides: reduced in size and revealed a soft consistency ovary (right): cystic and enlarged, filled with a dark-red liquid uterus: dilated, filled with a clear liquid adrenal gland (right): enlarged  axilla (left): subcutaneous, solid and red-yellow coloured tissue enlargement   HISTOPATHOLOGY: NON-NEOPLASTIC Treatment and recovery period (recovery restricted to the control group and 1000 mg/kg bw/day group): - no treatment-related microscopic changes were noted in the male and female animals of the control group and the 1000 mg/kg bw/day dose group. - all microscopic changes seen in any organ of any animal are considered to be coincidental, or to be within the normal range of background alterations, which may be seen in untreated rats of this age and strain.					
512	548	testes/epididymides: reduced in size	MP:0001147		
581	615	ovary (right): cystic and enlarged	MP:0002016		
647	662	uterus: dilated	MP:0001123		
691	722	adrenal gland (right): enlarged	MP:0000642		
					
85					
The LOAEL was considered to be 1000 mg/kg bw/day for both female and male mice, based on observation of clinical signs in both sexes and decreased bodyweights in males.					
137	157	decreased bodyweights	MP:0001262		
					
86					
MORTALITY:  - 1/10 male and 2/10 females died at 2000 mg/kg bw/day - 1/10 female died at 500 mg/kg bw/day - Several animals in other groups died as a result of gavage error.					
41	45	died	MP:0002083		
81	85	died	MP:0002083		
140	144	died	MP:0002083		
					
87					
CLINICAL SIGNS:  - Rough hair coats and decreased activity were observed at 1000 and 2000 mg/kg bw/day.					
19	35	Rough hair coats	MP:0000367		
40	58	decreased activity	MP:0005156		
					
91					
Under the conditons of this subchronic dermal toxicity study in rats, a No Observed Adverse Effect Level (NOAEL) of 250 mg/kg bw/day was established for linalool based on reduced bw gain at the next higher dose.					
171	186	reduced bw gain	MP:0010182		
					
93					
CLINICAL SIGNS AND MORTALITY 9 females of the highest dosing group died during the study.					
67	71	died	MP:0002083		
					
94					
Other deaths were not considered treatment related (males: 1 control, 2 high-dose animals / females: 2 low-dose, 1 mid-dose animals) 					 Lethargy was noted in females of the high-dose group during week 3.
139	147	Lethargy	MP:0005202		
					
98					
DERMAL IRRITATION Slight erythema was observed in all linalool treated groups.					
25	33	erythema	MP:0001190		
					
103					
BODY WEIGHT AND WEIGHT GAIN Mean body weights in the high-dose group males were lower than control at weeks 2 through 13.					
16	27	WEIGHT GAIN	MP:0001260		
28	85	Mean body weights in the high-dose group males were lower	MP:0001262		
					
104					
Mean body weight in the mid-dose group females were lower than control at week 4 and 8 through 13.					
0	57	Mean body weight in the mid-dose group females were lower	MP:0001262		
					
105					
Mean body weight in the high-dose group females were less than control at weeks 2&3 but, after some rats died, the remaining rats maintained weights comparable to control.					
0	57	Mean body weight in the high-dose group females were less	MP:0001262		
105	109	died	MP:0002083		
					
106					
FOOD CONSUMPTION Food consumption was depressed in high-dose males at week 1-3 and 5 and 6.					
17	47	Food consumption was depressed	MP:0011940		
					
107					
ORGAN WEIGHTS In females, terminal body weight of mid-dose group was decreased and the absolute and relative liver and kidney weights in the high-dose group were increased over control.					
26	78	terminal body weight of mid-dose group was decreased	MP:0001262		
					
108					
In males, terminal body weight of high dosed males was reduced.					
19	62	body weight of high dosed males was reduced	MP:0001262		
					
110					
HISTOPATHOLOGY: NON-NEOPLASTIC Animals that died during the experiment were found to have cardiopulmonary disturbances.					
44	48	died	MP:0002083		
					
111					
In more than 50% of control rats, the skin showed a grade 1 epithelial hyperplasia.					
52	82	grade 1 epithelial hyperplasia	MP:0001214		
					
112					
Squamous epithelial hyperplasia ranged from grade 2 to 3 in all animals of the high-dose group.					
0	31	Squamous epithelial hyperplasia	MP:0001214		
					
114					
Based on a temporary reduction in mean body weight gain in males and a first indication of an adverse liver effect at 1000 mg/kg and day.					
23	57	reduction in mean body weight gain	MP:0010182		
					
116					
Based on decreased platelet count and increased diffuse follicular hypertrophy/hyperplasia in thyroid glands of males at 250 mg/kg bw/d and above, the NOAEL was set at 75 mg/kg bw/d.					
9	33	decreased platelet count	MP:0008935		
					
118					
The animal showed hypothermia, oblique head posture, respiratory sounds and stiff gait.					
18	29	hypothermia	MP:0005534		
53	71	respiratory sounds	MP:0001950		
76	86	stiff gait	MP:0001406		
					
123					
HAEMATOLOGY Platelet counts were decreased in males at 250 and 1000 mg/kg bw/d (83 and 85% of control, resp.) and females at 1000 mg/kg bw/d (80% of control).					
12	42	Platelet counts were decreased	MP:0008935		
					
124					
Mean haemoglobin was statistically decreased in males at 1000 mg/kg bw/d (97% of control) and in females at 250 and 1000 mg/kg bw/d (97 and 92% of control, resp.).					
0	44	Mean haemoglobin was statistically decreased	MP:0002874		
					
126					
Mean red blood cell count was statistically decreased in females at all dose levels (95-93% of control).					
0	53	Mean red blood cell count was statistically decreased	MP:0002875		
					
127					
Bilirubin levels were decreased in all males (82-62% of control) and in females at 250 and 1000 mg/kg bw/d (73-55% of control) in a dose-related manner.					
0	31	Bilirubin levels were decreased	MP:0005635		
					
128					
Mean haematocrit was decreased in females at 250 and 1000 mg/kg bw/d (97 and 93% of control, resp.).					
0	30	Mean haematocrit was decreased	MP:0000208		
					
131					
CLINICAL CHEMISTRY In both sexes at 1000 mg/kg bw/d ALT was increased (159% of control for males and 158% for females).					
52	69	ALT was increased	MP:0002941		
					
132					
Albumin was increased in females at 1000 mg/kg bw/d (109% of control).					
0	21	Albumin was increased	MP:0002965		
					
136					
URINALYSIS A higher incidence of phosphate crystals occurred in the urine of both sexes at 1000 mg/kg bw/d.					
13	73	higher incidence of phosphate crystals occurred in the urine	MP:0002901		
					
137					
In males at 250 and 1000 mg/kg bw/d specific gravity was increased (dose-related) and, although not significantly, urine volume was lower compared to controls.					
115	137	urine volume was lower	MP:0011432		
					
138					
This is considered to reflect a lower water intake and not toxicologically relevant.					
32	50	lower water intake	MP:0011942		
					
146					
ORGAN WEIGHTS The increased liver weights in males (relative: 123% of control) and females (absolute and relative: 132 and 126% of control, resp.) at 1000 mg/kg bw/d as well as the increased absolute and relative weights of thyroid glands (124 and 119% of control, resp.) in females at 1000 mg/kg bw/d were considered treatment-related.					
18	41	increased liver weights	MP:0002981		
181	238	increased absolute and relative weights of thyroid glands	MP:0020169		
					
147					
"The increased relative liver weight in males at 250 mg/kg bw/d was only marginal and had no histopathological correlate; therefore, was not considered treatment-related."					
4	35	increased relative liver weight	MP:0002981		
					
148					
The terminal body weight of males at 1000 mg/kg bw/d was decreased (93% of control) resulting in a decrease of the absolute weight of epididymides (94% of control) and increased relative heart and kidney weights (both 113% of control).					
11	66	body weight of males at 1000 mg/kg bw/d was decreased	MP:0001262		
99	146	decrease of the absolute weight of epididymides	MP:0004929		
					
149					
The increased heart weight (absolute/relative: 111%/107% of control) were not considered to be treatment-related, in the absence of a dose-response relationship and a histopathological correlate.					
4	26	increased heart weight	MP:0002833		
					
150					
The absolute kidney weight was increased in females at 1000 mg/kg bw/d (109% of control), but not considered treatment-related in absence of a dose-response relationship, no increase in relative kidney weight and histopathological correlate.					
4	40	absolute kidney weight was increased	MP:0003917		
174	208	increase in relative kidney weight	MP:0003917		
					
151					
GROSS PATHOLOGY Three females at 1000 mg/kg bw/d showed an enlarged liver.					
59	73	enlarged liver	MP:0000599		
					
152					
HISTOPATHOLOGY: NON-NEOPLASTIC Fatty change (cytoplasmic vacuolization) of hepatocytes was observed in 3 males and 9 females (2 with enlarged liver) at 1000 mg/kg bw/d.					
133	147	enlarged liver	MP:0000599		
					
155					
Dilation of lymph vessels mostly in the villi of the cranial part of the jejunum was seen in all treated animals: 0, 2, 8 and 10 males and 0, 4, 8 and 6 females at 0, 75, 250 and 1000 mg/kg bw/d.					
0	25	Dilation of lymph vessels	MP:0004938		
					
156					
Lipid-material was shown attached plaque-like to the endothelial wall of some dilated lymph vessels.					
78	99	dilated lymph vessels	MP:0004938		
					
164					
decreased platelet count and increased diffuse follicular hypertrophy/hyperplasia in thyroid glands of males at 250 mg/kg bw/d and above NOAEL					
0	24	decreased platelet count	MP:0008935		
					
169					
Clinical findings noted for this male approximately 1 hour following dose administration on the day of euthanasia consisted of yellow material on various body surfaces, clear material around the mouth, unkempt appearance, decreased defecation, and labored respiration.					
222	242	decreased defecation	MP:0012311		
248	267	labored respiration	MP:0001943		
					
170					
Microscopically, this male was noted with inflammation, edema, and ulceration in the non-glandular stomach, erosion and inflammation in the trachea, and lymphoid depletion in the thymus, spleen, and lymph nodes (mesenteric, mandibular, and axillary).					
42	54	inflammation	MP:0001873		
56	61	edema	MP:0001785		
67	106	ulceration in the non-glandular stomach	MP:0003282		
120	147	inflammation in the trachea	MP:0013498		
					
173					
Test item related clinical findings were noted in the 160 mg/kg/day group males and females and included rales, decreased, shallow, and/or labored respiration and salivation related findings.					
139	158	labored respiration	MP:0001943		
					
180					
Significant (p<0.05 or p<0.01) differences were observed when the control and test item-treated groups were compared, and included a higher mean absolute eosinophil count in the 40 mg/kg/day group males at the primary necropsy and a higher mean absolute large unstained cell (LUC) count in the 160 mg/kg/day group females at the recovery (post-treatment) necropsy.					
133	170	higher mean absolute eosinophil count	MP:0005011		
					
183					
Mortality 2 male animals of the HD group as well as 4 female animals of the HD group died/were euthanized due to morbidity during the treatment period.					
85	122	died/were euthanized due to morbidity	MP:0002083		
					
185					
Significant (p<0.05) differences were observed when the control and high dose group males were compared at the recovery (post-treatment) necropsy and consisted of lower mean kidney weight relative to body weight, higher mean spleen weight relative to brain weight, higher mean left testis weight relative to brain weight, and higher mean right testis weights (absolute and relative to brain weight).					
163	211	lower mean kidney weight relative to body weight	MP:0003918		
213	238	higher mean spleen weight	MP:0004952		
265	295	higher mean left testis weight	MP:0004851		
326	358	higher mean right testis weights	MP:0004851		
					
192					
HISTOPATHOLOGY (PARENTAL ANIMALS) Test item-related histologic observations of epithelial hyperplasia, hyperkeratosis, and inflammation of the non-glandular stomach, typically at the limiting ridge, but sometimes more widespread, were noted in the 160 mg/kg/day group males and females.					
79	101	epithelial hyperplasia	MP:0005493		
103	117	hyperkeratosis	MP:0014085		
123	164	inflammation of the non-glandular stomach	MP:0001873		
					
196					
Based on the results of this study, the parental NOEL was concluded 250 mg/kg/day (based on lower body weight gain and food consumption, increased liver weights in males, a thickened forestomach in males and hyperplasia in the forestomach in males and females at 750 mg/kg/day).					
92	113	lower body weight gain	MP:0010182		
137	160	increased liver weights	MP:0002981		
208	238	hyperplasia in the forestomach	MP:0005493		
					
200					
Effects seen at doses higher than 0.2% included increased liver enzyme activity (alkaline phosphatase and alanine aminotransferase) and increased relative weights of a number of organs, which is attributable to the reduced body weight due to lower food consumption as a result of lack of palatability.					
48	79	increased liver enzyme activity	MP:0005584		
81	101	alkaline phosphatase	MP:0011584		
215	234	reduced body weight	MP:0001262		
242	264	lower food consumption	MP:0011940		
					
203					
CLINICAL SIGNS AND MORTALITY NoÂ animalsÂ diedÂ duringÂ theÂ study and clinical signs were unremarkable.					
40	44	died	MP:0002083		
					
204					
BODY WEIGHT AND WEIGHT GAIN Reduced at 1% and 5%  FOOD CONSUMPTION AND COMPOUND INTAKE (if feeding study) Reduced at 1% and 5% (water consumption was also reduced at these dietary levels).					
128	162	water consumption was also reduced	MP:0011942		
					
206					
"White blood cell count was significantly increased in high-dose femalesÂ (100/mm3:Â controlÂ 47Â (SD +-Â 12.2);Â topÂ doseÂ 73.2Â (SD +-16.2))."					
0	50	White blood cell count was significantly increased	MP:0000218		
					
208					
"Alkaline phosophatase (AP) activity increased from 1%; Total protein increased at 1% and 5% in males and at 5% in females."					
0	45	Alkaline phosophatase (AP) activity increased	MP:0011584		
					
209					
At 5%, alanine aminotransferase activity increased (ALAT), albumin/globulin ratio (AG) increased, (in females) total cholesterol reduced and (in males) potassium increased.					
111	136	total cholesterol reduced	MP:0005179		
152	171	potassium increased	MP:0005627		
					
211					
The most significant effects on organ weights were: Increased relative weight of thyroid, liver and kidney in males and females at 5%.					
52	88	Increased relative weight of thyroid	MP:0020169		
90	95	liver	MP:0002981		
100	106	kidney	MP:0003917		
					
213					
Decreased absolute weight of brain in males and females at 5%.					
0	34	Decreased absolute weight of brain	MP:0002175		
					
214					
Relative liver, kidney, adrenal, thyroid and hypophysis weights increased in males (adrenal and thyroid effect also seen in mid-dose males).					
9	14	liver	MP:0002981		
16	22	kidney	MP:0003917		
24	31	adrenal	MP:0013307		
33	40	thyroid	MP:0020169		
46	73	hypophysis weights increased	MP:0008939		
					
215					
Relative thyroid, kidney and liver weights increased in high-dose females (the liver and kidney were also significantly affected in mid-dose females).					
9	16	thyroid	MP:0020169		
18	24	kidney	MP:0003917		
30	52	liver weights increased	MP:0002981		
					
221					
Effects observed on body weight, food consumption and food efficiency were considered to be attributable to lower food consumption as a result of lack of palatability.					
20	31	body weight	MP:0001259		
108	130	lower food consumption	MP:0011940		
					
239					
However, two dead females in the 500 mg/kg treatment group had occurred, and findings of gaseous distension of gastrointestinal tract were observed.					
13	17	dead	MP:0002083		
					
241					
Mucous stool, soft stool, and dirty nose were observed in one male of the 500 mg/kg treatment group.					
0	12	Mucous stool	MP:0005037		
					
243					
CLINICAL SIGNS AND MORTALITY: In the main group, death was observed in one female (2403) of the 500 mg/kg treatment group on Day 16 of administration. And In the recovery group, death was observed in one female (2416) of the 500 mg/kg treatment group on Day 52 of administration.					
49	54	death	MP:0002083		
178	183	death	MP:0002083		
					
246					
In addition, mucous stool, soft stool, and dirty nose were observed in one male (1407) of the 500 mg/kg treatment group on Day 22 and 23.					
13	25	mucous stool	MP:0005037		
27	37	soft stool	MP:0005036		
					
249					
BODY WEIGHT AND WEIGHT GAIN In the main group, no treatment-related abnormalities in body weight gain were noted in all animals of the control and treatment groups.					
74	101	abnormalities in body weight gain	MP:001117		
					
250					
In females of the recovery group, body weights on Day 55 of administration were significantly decreased (p<0.05) compared with the control group in the 500 mg/kg treatment group.					
34	103	body weights on Day 55 of administration were significantly decreased	MP:0001262		
					
254					
In feamles of the recovery group, food consumtpion was significantly decreased (p<0.05) compared to with the control group on Day 13 and 34 of administration in the 500 mg/kg treatment group.					
34	78	food consumtpion was significantly decreased	MP:0011940		
					
258					
In females of the recovery group, triglycerides (TG, p<0.05), total proteins (TP, p<0.05), and albumin (Alb, p<0.01) were significantly decreased compared with the control group in the 500 mg/kg treatment group.					
96	145	albumin (Alb, p<0.01) were significantly decreased	MP:0005419		
					
260					
However, in females, absolute organ weights of kidney were significantly decreated (p<0.05, p<0.01) compared with the control group in all treatment groups, and relative organ weights of uterus were significantly decreased (p<0.05) compared with the control group in the 500 mg/kg treatment group.					
21	82	absolute organ weights of kidney were significantly decreated	MP:0003918		
161	222	relative organ weights of uterus were significantly decreased	MP:0004905		
					
263					
GROSS PATHOLOGY In the necropsy findings of the main group agenesis of spleen was observed in one male (1302) of the 250 mg/kg treatment group, and yellow spot of epididymis was observed in one male (1408) of the 500 mg/kg treatment group.					
59	77	agenesis of spleen	MP:0000690		
					
265					
In the necropsy findings for dead animals, gaseous distension was observed in one female (2403) of the 500 mg/kg treatment group in the main group on Day 16 of administration.					
29	33	dead	MP:0002083		
					
266					
In the recovery group, gaseous distension, severe hydronephrosis of left kidney and dilation of left uterine horn were observed in one female (2416) of the 500 mg/kg treatment group on Day 52 of administration.					
43	79	severe hydronephrosis of left kidney	MP:0000519		
84	113	dilation of left uterine horn	MP:0009087		
					
267					
HISTOPATHOLOGY: NON-NEOPLASTIC In the main group, cast of kidney was observed in one male (1104) of the control group, and sper granuloma of epididymis was observed in one male (1408) of the 500 mg/kg treatment group.					
50	64	cast of kidney	MP:0011402		
123	151	sper granuloma of epididymis	MP:0009824		
					
271					
In the 500 mg/kg treatment group of the main group female, no histopathological change in one dead animal (2403) was observed.					
94	98	dead	MP:0002083		
					
272					
"In the 500 mg/kg treatment group of the recovery female, renal tissue in one dead animal (2416) was not observed by severe hydronephrosis of gross findings, and left uterine horn was dilated; however, no histopathological change was observed."					
77	81	dead	MP:0002083		
123	137	hydronephrosis	MP:0000519		
161	190	left uterine horn was dilated	MP:0009087		
					
281					
The hepatic effects did not indicate chronic toxicity - no signs of hepatic necrosis or bile duct hyperplasia were seen, but may be due to an effect on intermediary metabolism.					
68	84	hepatic necrosis	MP:0001654		
88	109	bile duct hyperplasia	MP:0004839		
					
288					
The NOAEL for this 13 week dietary feeding study in rats is ca 750 mg/kg/day (males 723, females 875) based on reduced weight gain and food consumption.					
111	130	reduced weight gain	MP:0010182		
					
290					
Increased liver weights at higher dose levels may be indicative of a mild adaptive effect on the liver.					
0	23	Increased liver weights	MP:0002981		
					
294					
Under the present test conditions the following findings were made: Effects on the parental generation: None of the parental animals died prematurely.					
133	149	died prematurely	MP:0002083		
					
302					
The only treatment-related finding, not regarded as adverse, was piloerection noted in few male or female rats from a dose level of 100 mg cobalt sulphide/kg bw/day onwards.					
65	77	piloerection	MP:0001492		
					
305					
Under the present test conditions the following findings were made:  Effects on the parental generation: Piloerection, reduced motility, soft faeces/diarrhoea and reduced food consumption were noted - in relation to the dose - from a dose level of 100 mg cobalt powder/kg bw/day onwards.					
105	117	Piloerection	MP:0001492		
119	135	reduced motility	MP:0003491		
137	158	soft faeces/diarrhoea	MP:0005036		
163	187	reduced food consumption	MP:0011940		
					
306					
In addition, reductions of body weight were noted from 300 mg cobalt powder/kg bw/day onwards.					
13	38	reductions of body weight	MP:0001262		
					
307					
Premature deaths occurred in five female rats at 100 mg cobalt powder/kg bw/day and eight female rats at 300 mg cobalt powder/kg bw/day.					
0	16	Premature deaths	MP:0002083		
					
308					
Treatment with 1000 mg cobalt powder/kg bw/day caused the premature death of nine of ten males and all ten females.					
58	73	premature death	MP:0002083		
					
314					
From 30 mg cobalt powder/kg bw/day onwards, the mean litter weight of pups was slightly reduced in a dose-related way (not significant at p â‰¤ 0.01), significant only at 300 mg cobalt powder/kg bw/day.					
48	66	mean litter weight	MP:0009674		
					
315					
An increased F1-offspring mortality rate and a slightly decreased viability index were noted from 100 mg cobalt powder/kg bw/day onwards.					
3	40	increased F1-offspring mortality rate	MP:0008770		
56	81	decreased viability index	MP:0013139		
					
316					
Based on mortality, clinical signs of toxicity, effects on food consumption and macroscopic pathological changes observed at and above 100 mg cobalt powder/kg bw/day and reduced body weight at and above 300 mg cobalt powder/kg bw/day.					
20	46	clinical signs of toxicity	MP:0002822		
80	112	macroscopic pathological changes	MP:0005384		
170	189	reduced body weight	MP:0001262		
					
317					
Under the present test conditions the following findings were made:  Effects on the parental generation: Pilo-erection, reduced motility, soft faeces/diarrhoea and reduced food consumption were noted - in relation to the dose - from a dose level of 100 mg cobalt powder/kg bw/day onwards.					
105	118	Pilo-erection	MP:0001492		
120	136	reduced motility	MP:0003491		
138	159	soft faeces/diarrhoea	MP:0005036		
164	188	reduced food consumption	MP:0011940		
					
319					
"CLINICAL SIGNS AND MORTALITY Mortality: - 30 mg/kg bw/day: no deaths - 100 mg/kg bw/day: 5/10 females died (one female died prematurely on gestation day 21 and four females died between lactation days 2 to 4) - 300 mg/kg bw/day: 8/10 females died (two female rats died during the mating period on test days 15 or 27, two further females died on gestation day 20 or 21 and four females died on the first lactation day) - 1000 mg/kg bw/day: 9/10 males died (death on test day 12 to 24); 10/10 females died (four of them during the mating period, one during littering and five of them during the gestation period)  Clinical signs: - males (pre-mating, mating and post-mating period): none of the male animals treated with 30 mg cobalt powder/kg bw/day revealed any test item-related signs of systemic toxicity."					
62	68	deaths	MP:0002083		
102	106	died	MP:0002083		
119	123	died	MP:0002083		
173	177	died	MP:0002083		
242	246	died	MP:0002083		
264	268	died	MP:0002083		
337	341	died	MP:0002083		
385	389	died	MP:0002083		
450	454	died	MP:0002083		
499	503	died	MP:0002083		
789	806	systemic toxicity	MP:0002822		
					
320					
Pilo-erection was noted in two of ten male rats treated with 100 mg cobalt powder/kg bw/day and in three male rats of ten treated with 300 mg cobalt powder/kg bw/day for one to three test days.					
0	13	Pilo-erection	MP:0001492		
					
321					
Laboured breathing was noted in one further male treated with 300 mg cobalt powder/kg bw/day on one test day.					
0	18	Laboured breathing	MP:0001954		
					
322					
Pilo-erection, reduced motility and soft faeces were noted in the only surviving high dose male rat treated with 1000 mg cobalt powder/kg bw/day on one or two test days before sacrifice on test day 39.					
0	13	Pilo-erection	MP:0001492		
15	31	reduced motility	MP:0003491		
36	47	soft faeces	MP:0005036		
					
323					
The nine prematurely deceased male rats revealed the following symptoms on one or a few days before death: pilo-erection, reduced motility, a haemorrhagic nose and/or soft faeces (soiled anus) were noted in all or several deceased males.					
9	29	prematurely deceased	MP:0002083		
107	120	pilo-erection	MP:0001492		
122	138	reduced motility	MP:0003491		
142	159	haemorrhagic nose	MP:0013127		
167	178	soft faeces	MP:0005036		
222	230	deceased	MP:0002083		
					
324					
In addition, hunched posture or abdominal position, slightly decreased respiratory rate, reduced body temperature (animal cold at touch), laboured breathing, ptosis and/or a pale skin (ears or whole body) were observed in one or a few males.					
13	50	hunched posture or abdominal position	MP:0001505		
61	87	decreased respiratory rate	MP:0005574		
89	113	reduced body temperature	MP:0005534		
138	156	laboured breathing	MP:0001954		
158	164	ptosis	MP:0001344		
174	183	pale skin	MP:0003717		
					
325					
- females (pre-mating and mating period): no test item-related signs of systemic toxicity were noted in the female animals treated with 30 or 100 mg cobalt powder/kg bw/day.					
72	89	systemic toxicity	MP:0002822		
					
326					
Soft faeces were noted in one low dose dam (treated with 30 mg cobalt powder/kg bw/day) on test day 17, this incidence is considered to be still within the spontaneous range as no corresponding findings were observed at 100 mg cobalt powder/kg bw/day.					
0	11	Soft faeces	MP:0005036		
					
327					
From 300 mg cobalt powder/kg bw/day onwards, pilo-erection and soft faeces were noted in a few to several females on a few test days.					
45	58	pilo-erection	MP:0001492		
63	74	soft faeces	MP:0005036		
					
328					
- females (gestation period): none of the females treated with 30 mg cobalt powder/kg bw/day revealed any test item-related signs of systemic toxicity during the gestation period.					
133	150	systemic toxicity	MP:0002822		
					
329					
Pilo-erection was noted from 100 mg cobalt powder/kg bw/day onwards and reduced motility and soft faeces or diarrhoea were noted from 300 mg cobalt powder/kg bw/day onwards in individual to nearly all females in relation to the dose.					
0	13	Pilo-erection	MP:0001492		
72	88	reduced motility	MP:0003491		
93	104	soft faeces	MP:0005036		
108	117	diarrhoea	MP:0005036		
					
330					
- females (lactation period): none of the females treated with 30 mg cobalt powder/kg bw/day revealed any test item-related signs of systemic toxicity during the lactation period.					
133	150	systemic toxicity	MP:0002822		
					
331					
From 100 mg cobalt powder/kg bw/day onwards, pilo-erection, reduced motility, soft faeces or diarrhoea were noted in nearly all females during the lactation period.					
45	58	pilo-erection	MP:0001492		
60	76	reduced motility	MP:0003491		
78	89	soft faeces	MP:0005036		
93	102	diarrhoea	MP:0005036		
					
332					
In addition, hunched posture, decreased respiratory rate, reduced body temperature (animal cold at touch), dyspnoea, tremor, miosis, ptosis, a haemorrhagic nose, haemorrhagic urine, soft faeces or diarrhoea were observed.					
13	28	hunched posture	MP:0001505		
30	56	decreased respiratory rate	MP:0001954		
